epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_precision,train_recall,train_f1,val_precision,val_recall,val_f1
27,0.00848685160284907,0.9900749831574858,0.007805859902873635,0.9986893840104849,0.9897988192648116,0.9900749831574858,0.9898249450336262,0.9986919639632201,0.9986893840104849,0.998688601947862
28,0.005707690209308038,0.9903401437525324,0.005370421744373743,0.9986893840104849,0.9900801787586688,0.9903401437525324,0.9901063513486122,0.9986919639632201,0.9986893840104849,0.998688601947862
29,0.006908401086149107,0.9905946958258495,0.008670216715472634,0.9986893840104849,0.9903497964462162,0.9905946958258495,0.9903767247596652,0.9986919639632201,0.9986893840104849,0.998688601947862
30,0.00494830986269423,0.9908404303084948,0.005819210422487231,0.9986893840104849,0.990609433706072,0.9908404303084948,0.9906364029367458,0.9986919639632201,0.9986893840104849,0.998688601947862
Fine-tuning terminé! Temps total: 209182.92 secondes | 3486.38 min | 58.11 hours,,,,,,,,,,
31,0.005671296970479401,0.9910686623883259,0.004860757129790727,0.9986893840104849,0.9908503554627495,0.9910686623883259,0.9908778046793045,0.9986919639632201,0.9986893840104849,0.998688601947862
32,0.005980609526182712,0.991281831439387,0.004236306493112352,0.9986893840104849,0.9910750328291648,0.991281831439387,0.9911025181322618,0.9986919639632201,0.9986893840104849,0.998688601947862
33,0.004571920572925592,0.9914909305950508,0.001976748856577615,0.9986893840104849,0.9912949552267503,0.9914909305950508,0.9913222711425634,0.9986919639632201,0.9986893840104849,0.998688601947862
34,0.004450411993785829,0.9916891255394263,0.0053449096749318414,0.9986893840104849,0.99150320923501,0.9916891255394263,0.9915305517944206,0.9986919639632201,0.9986893840104849,0.998688601947862
35,0.0041412706496973236,0.9918760993553924,0.004144680495301145,0.9986893840104849,0.9916995710149611,0.9918760993553924,0.9917267495562564,0.9986919639632201,0.9986893840104849,0.998688601947862
36,0.004500862822228115,0.992055322133112,0.0002221678678324679,1.0,0.9918873471561237,0.992055322133112,0.9919142832016451,1.0,1.0,1.0
37,0.005115197137509371,0.9922210094800743,0.009953409455192741,0.9947575360419397,0.9920609202583445,0.9922210094800743,0.992087568817591,0.9947985729418071,0.9947575360419397,0.9947448423152293
38,0.0062467632739783095,0.992374710297974,0.0024385525030083954,0.9986893840104849,0.9922218201488808,0.992374710297974,0.9922482355320237,0.9986919639632201,0.9986893840104849,0.998688601947862
39,0.006297034364768244,0.9925146322316537,0.007390647933789296,0.9986893840104849,0.9923681145472321,0.9925146322316537,0.9923943033694796,0.9986919639632201,0.9986893840104849,0.998688601947862
40,0.004470629952359764,0.9926580529526216,0.006712835382131743,0.9986893840104849,0.9925180603201824,0.9926580529526216,0.9925439475021612,0.9986919639632201,0.9986893840104849,0.998688601947862
Fine-tuning terminé! Temps total: 278662.36 secondes | 4644.37 min | 77.41 hours,,,,,,,,,,
41,0.004576077829710078,0.9927998195814813,0.006246057284670314,0.9986893840104849,0.992665914584235,0.9927998195814813,0.9926913977614595,0.9986919639632201,0.9986893840104849,0.998688601947862
42,0.004198819551076608,0.9929348354184908,0.012496857548285334,0.9986893840104849,0.9928066770302274,0.9929348354184908,0.9928317883292456,0.9986919639632201,0.9986893840104849,0.998688601947862
43,0.003956844402073916,0.9930599210547025,0.006101011490500241,0.9973787680209698,0.9929367334232452,0.9930599210547025,0.9929612644062078,0.9973890675572333,0.9973787680209698,0.997375624759777
44,0.0039046173840219006,0.9931846306447957,0.006117030197856366,0.9986893840104849,0.9930665416481639,0.9931846306447957,0.9930906649351551,0.9986919639632201,0.9986893840104849,0.998688601947862
45,0.002984346090670442,0.9933082591796266,0.009072329982700467,0.9986893840104849,0.9931950263006869,0.9933082591796266,0.993218664295511,0.9986919639632201,0.9986893840104849,0.998688601947862
46,0.0031391822472488133,0.9934242905815539,0.003344179280929893,0.9986893840104849,0.9933155067912789,0.9934242905815539,0.9933386811063079,0.9986919639632201,0.9986893840104849,0.998688601947862
47,0.0039483875367178345,0.9935290933717303,0.00410497376924468,0.9986893840104849,0.9934241840398739,0.9935290933717303,0.993446879720961,0.9986919639632201,0.9986893840104849,0.998688601947862
48,0.004179174793687472,0.9936347768209688,0.00996576884881506,0.9986893840104849,0.9935338222546274,0.9936347768209688,0.9935561322578406,0.9986919639632201,0.9986893840104849,0.998688601947862
49,0.0025400361903203084,0.9937415850027493,0.007293801217429063,0.9986893840104849,0.9936443485835095,0.9937415850027493,0.9936660893708997,0.9986919639632201,0.9986893840104849,0.998688601947862
50,0.0038508488348681213,0.9938441208572586,0.009213468114694479,0.9986893840104849,0.9937505120113043,0.9938441208572586,0.9937717912238929,0.9986919639632201,0.9986893840104849,0.998688601947862
Fine-tuning terminé! Temps total: 348829.06 secondes | 5813.82 min | 96.90 hours,,,,,,,,,,
51,0.007154424030165002,0.9939258868293268,0.007306413855985738,0.9986893840104849,0.9938347388703854,0.9939258868293268,0.9938553995088264,0.9986919639632201,0.9986893840104849,0.998688601947862
52,0.002963581170452897,0.994019741333051,0.009756013933838403,0.9973787680209698,0.9939318924225231,0.994019741333051,0.9939521733010288,0.9973890675572333,0.9973787680209698,0.997375624759777
53,0.0034919779690044967,0.9941065415136974,0.005989828599922475,0.9986893840104849,0.9940217822708065,0.9941065415136974,0.9940417452209056,0.9986919639632201,0.9986893840104849,0.998688601947862
54,0.0020110532630438216,0.9941971572621014,0.029870626205365625,0.9986893840104849,0.994115347826791,0.9941971572621014,0.9941348740038423,0.9986919639632201,0.9986893840104849,0.998688601947862
55,0.003033471023122876,0.9942848761172282,0.008257140674800212,0.9986893840104849,0.9942058511424517,0.9942848761172282,0.9942249146900517,0.9986919639632201,0.9986893840104849,0.998688601947862
56,0.0016404400265063515,0.994371482910157,0.0064306982071684615,0.9986893840104849,0.9942951291583166,0.994371482910157,0.9943137097137211,0.9986919639632201,0.9986893840104849,0.998688601947862
57,0.0020602799070113705,0.9944576765905521,0.0075063237495669455,0.9986893840104849,0.9943838490459639,0.9944576765905521,0.9944019363349036,0.9986919639632201,0.9986893840104849,0.998688601947862
58,0.0015890734707887356,0.994541275702081,0.007027146996733791,0.9986893840104849,0.994469897635197,0.994541275702081,0.994487531758234,0.9986919639632201,0.9986893840104849,0.998688601947862
